1914371,4.51,13,11.0,2.0,8.14,-8.52,35.29,-12.78,0.44,2.62,2.76,1.73,"
4.51
",0
1760332,155.86,440,293.0,147.0,1 736.18,-1 556.08,16 345.86,-11 804.89,0.09,1.16,1.38,10.32,"
7.38
",94
1914377,4.40,13,11.0,2.0,7.83,-8.74,34.50,-12.48,0.43,2.52,2.76,1.69,"
4.34
",0
1189801,77.04,3 038,1614.0,1424.0,4 502.63,-7 698.54,136 099.05,-112 163.80,0.06,0.96,1.21,7.88,"
4.24
",3
1574316,209.49,2 729,2320.0,409.0,206.08,-79.52,6 996.24,-3 353.97,0.09,31.89,2.09,1.33,"
5.54
",99
980702,506.71,10 382,7443.0,2939.0,978.06,-583.72,69 336.69,-44 494.28,0.08,2.87,1.56,2.39,"
7.65
",99
1348776,301.43,365,292.0,73.0,248.65,-269.90,5 378.08,-1 716.88,0.36,10.84,3.13,10.03,"
11.51
",20
1927016,4.86,181,144.0,37.0,4.65,-2.31,141.35,-24.68,0.64,26.94,5.73,0.64,"
4.86
",100
1930457,14.47,284,228.0,56.0,11.23,-5.06,86.99,-32.72,0.15,3.64,2.66,0.19,"
14.47
",89
1895411,7.05,667,127.0,540.0,7 995.00,-6 580.00,113 825.90,-51 118.50,0.11,4.21,2.23,94.01,"
2.86
",100
1808529,112.14,1 555,979.0,576.0,9 576.20,-13 804.32,315 358.81,-276 469.20,0.05,0.37,1.14,25.01,"
-17.42
",0
1856139,205.80,42,34.0,8.0,3.38,-2.65,26.93,-6.35,0.51,6.02,4.24,0.49,"
43.03
",92
1855684,174.99,606,517.0,89.0,182.44,-673.35,5 631.67,-3 075.67,0.11,3.48,1.83,4.22,"
33.19
",59
1941970,37.62,116,116.0,0.0,687.50,0.00,14 400.16,0.00,1.30,0.00,n/a,124.14,"
37.62
",0
1397298,24.94,529,332.0,197.0,203.13,-304.84,2 819.42,-2 614.57,0.04,0.40,1.08,0.39,"
1.64
",99
1785447,132.08,843,606.0,237.0,414.14,-412.76,7 324.80,-4 683.28,0.04,1.62,1.56,3.13,"
10.28
",99
1838161,73.71,89,75.0,14.0,13.10,-4.47,170.64,-23.36,0.65,32.44,7.30,1.65,"
-0.57
",61
1059628,273.51,2 007,1501.0,506.0,104.54,-387.45,13 426.65,-10 890.33,0.02,0.83,1.23,1.26,"
0.50
",92
1348251,63.16,4 512,3436.0,1076.0,762.60,-240.06,14 606.90,-12 132.16,0.04,1.04,1.20,0.55,"
7.79
",99
1260677,240.86,1 587,1479.0,108.0,53.30,-40.35,1 535.17,-819.82,0.11,5.89,1.87,0.45,"
10.07
",99
1375042,0.61,24 562,18793.0,5769.0,1 794.36,-595.36,39 528.92,-33 005.15,0.01,1.47,1.20,0.27,"
1.53
",99
1941103,2.29,63,39.0,24.0,26.69,-13.29,201.30,-99.63,0.25,4.83,2.02,1.61,"
2.29
",100
1745313,38.30,231,182.0,49.0,2.31,-4.25,149.92,-74.01,0.36,3.38,2.03,0.33,"
3.22
",100
1937440,577.10,65,50.0,15.0,28.50,-13.84,284.85,-54.01,0.46,14.68,5.27,3.55,"
168.72
",0
1907656,356.77,2 121,1883.0,238.0,40.54,-98.88,3 787.11,-3 245.32,0.06,0.32,1.17,0.26,"
-32.19
",46
1892142,105.21,101,71.0,30.0,13 026.15,-5 580.62,128 114.45,-45 196.95,0.30,4.22,2.83,820.97,"
36.88
",0
1862222,4.40,1 018,494.0,524.0,2 907.92,-1 278.80,74 943.39,-74 503.77,0.01,0.02,1.01,0.43,"
-3.78
",95
1937366,21.17,36,31.0,5.0,2 862.64,-4 224.37,19 300.33,-7 840.56,0.27,1.65,2.46,318.33,"
21.17
",0
871737,170.81,3 237,1911.0,1326.0,1 429.12,-1 856.98,91 770.32,-66 819.78,0.11,2.95,1.37,7.71,"
4.16
",0
1936914,56.71,160,152.0,8.0,35.27,-18.15,909.19,-66.88,0.70,23.55,13.59,5.26,"
56.71
",0
1678258,2.96,86,81.0,5.0,28.80,-91.06,200.78,-197.82,0.05,0.02,1.01,0.03,"
4.90
",98
1914055,42.65,225,181.0,44.0,1 746.00,-1 930.50,31 002.35,-19 206.70,0.16,1.79,1.61,52.43,"
20.98
",0
1935622,214.94,6 369,4497.0,1872.0,41 981.13,-6 741.54,444 671.29,-216 609.66,0.03,6.02,2.05,35.81,"
20.19
",99
1931207,-1.20,37,23.0,14.0,0.50,-3.01,6.26,-6.93,-0.01,-0.15,0.90,-0.02,"
-1.20
",100
1940511,7.00,210,167.0,43.0,12.73,-7.58,280.01,-69.93,0.41,13.65,4.00,1.00,"
7.00
",87
1821900,187.65,626,303.0,323.0,27 432.50,-22 022.50,603 481.86,-542 639.06,0.09,2.04,1.11,97.19,"
4.18
",0
1438904,1 674.55,2 735,2064.0,671.0,1 469.50,-694.85,74 048.24,-34 549.41,0.18,10.88,2.14,14.44,"
39.21
",7
1451784,200.90,4 558,3478.0,1080.0,410.28,-1 030.04,38 376.13,-27 336.15,0.06,1.68,1.40,2.42,"
-6.56
",99
1332133,78.34,227,166.0,61.0,1 629.02,-410.09,12 477.65,-6 232.16,0.13,4.03,2.00,27.51,"
8.70
",100
1500869,85.27,1 563,1118.0,445.0,119.02,-228.56,5 324.33,-4 913.68,0.05,0.34,1.08,0.26,"
23.03
",99
1478132,54.18,131,121.0,10.0,70.36,-5.38,1 236.55,-36.13,0.69,171.98,34.23,9.16,"
0.16
",0
1921381,6.72,14,14.0,0.0,4.38,0.00,28.74,-0.90,1.39,111.36,31.93,2.05,"
6.72
",0
1332093,72.91,247,183.0,64.0,2 729.53,-599.62,10 271.64,-5 019.58,0.09,2.12,2.05,21.26,"
4.15
",100
1524213,693.56,3 744,2749.0,995.0,385.00,-622.64,17 380.40,-10 563.47,0.10,2.54,1.65,1.82,"
9.48
",99
1745851,40.62,261,170.0,91.0,168.63,-64.04,1 526.07,-702.78,0.20,4.62,2.17,3.15,"
4.63
",98
1781622,38.69,192,118.0,74.0,4 218.08,-12 716.09,58 785.98,-56 550.86,0.07,0.10,1.04,11.64,"
-43.52
",0
1931624,21.65,19,16.0,3.0,15.70,-6.90,57.92,-17.48,0.61,5.33,3.31,2.13,"
21.65
",84
1786142,25.33,92,92.0,0.0,197.94,0.00,2 823.89,-17.24,1.11,2048.65,163.80,30.69,"
0.52
",0
1937114,28.45,34,28.0,6.0,2.79,-0.44,25.63,-1.31,1.04,55.27,19.56,0.72,"
28.45
",0
1827018,26.00,88,44.0,44.0,1.81,-0.55,15.54,-10.34,0.20,2.35,1.50,0.06,"
3.45
",100
1836071,558.40,164,90.0,74.0,354.33,-128.59,1 409.53,-703.32,0.12,3.18,2.00,4.31,"
132.97
",0
461626,136.94,2 698,1833.0,865.0,278.32,-1 650.85,13 933.47,-12 957.83,0.03,0.28,1.08,0.36,"
-4.82
",87
1392091,330.21,2 628,1933.0,695.0,1 239.85,-4 850.80,55 845.26,-42 956.51,0.10,1.34,1.30,4.90,"
2.90
",98
1317626,232.94,1 588,1005.0,583.0,58.17,-82.96,5 716.17,-1 060.11,0.44,17.46,5.39,2.93,"
2.81
",98
1934892,4.70,1 696,1267.0,429.0,27.62,-9.34,674.98,-404.59,0.09,5.55,1.67,0.16,"
4.70
",99
1880521,3.27,1 030,676.0,354.0,129.16,-110.93,4 693.77,-3 889.30,0.04,0.78,1.21,0.78,"
4.48
",94
1889061,5.90,128,93.0,35.0,49.58,-13.84,151.73,-92.70,0.09,1.46,1.64,0.46,"
0.63
",98
1927842,35.75,18,18.0,0.0,6.14,0.00,40.38,-4.63,1.57,123.28,8.72,2.24,"
35.75
",100
1840522,23.10,83,45.0,38.0,2.24,-6.39,64.08,-61.77,0.08,0.21,1.04,0.03,"
2.75
",0
1878948,47.62,1 496,735.0,761.0,408.00,-279.00,32 460.90,-31 539.14,0.04,0.44,1.03,0.62,"
10.43
",64
1463825,111.04,14 757,10511.0,4246.0,8 001.65,-3 625.16,112 287.58,-63 623.33,0.03,4.67,1.76,3.30,"
1.43
",99
1845674,114.19,2 085,1473.0,612.0,432.56,-786.37,12 478.23,-9 233.45,0.07,2.40,1.35,1.56,"
-0.26
",99
1870281,49.83,104,71.0,33.0,1.98,-2.21,13.69,-10.70,0.10,1.00,1.28,0.03,"
3.10
",100
1815156,6.06,51,47.0,4.0,4.45,-4.81,65.54,-4.97,0.90,12.29,13.19,1.19,"
0.27
",100
1758462,102.65,5 216,3972.0,1244.0,163.28,-505.76,33 323.16,-32 355.39,0.03,0.23,1.03,0.19,"
-22.02
",0
1886228,56.64,341,259.0,82.0,68.36,-96.80,1 361.24,-991.39,0.10,1.77,1.37,1.08,"
12.99
",34
1774917,31.29,787,581.0,206.0,369.63,-194.64,7 463.72,-5 702.94,0.07,1.56,1.31,2.24,"
9.56
",0
1339697,24.45,1 606,1413.0,193.0,2.04,-6.65,729.40,-681.41,0.06,1.00,1.07,0.03,"
-0.21
",100
1821334,0.22,61,50.0,11.0,6.36,-17.23,125.55,-123.46,0.01,0.02,1.02,0.03,"
-5.56
",100
1691185,25.57,332,252.0,80.0,69.06,-54.37,645.30,-426.34,0.08,2.70,1.51,0.66,"
-2.54
",96
1468016,85.08,2 420,1980.0,440.0,48.46,-247.02,7 857.14,-5 794.34,0.07,3.36,1.36,0.85,"
-5.02
",100
1550360,281.30,635,518.0,117.0,1 375.44,-855.32,24 892.87,-17 051.50,0.11,5.15,1.46,12.35,"
23.83
",98
1274819,70.48,1 672,1506.0,166.0,968.04,-1 020.20,7 745.21,-7 358.14,0.04,0.13,1.05,0.23,"
11.17
",97
1568616,17.79,2 113,1510.0,603.0,361.88,-253.00,5 382.04,-4 668.44,0.02,0.56,1.15,0.34,"
3.33
",98
1716069,662.76,141,135.0,6.0,45.68,-7.61,843.25,-18.94,0.62,69.98,44.52,5.85,"
11.94
",34
1937477,64.55,27,10.0,17.0,33.35,-13.35,203.03,-139.97,0.21,1.76,1.45,2.34,"
64.55
",0
1798599,24.27,162,159.0,3.0,11.61,-0.51,566.38,-8.43,1.56,1014.45,67.19,3.44,"
0.31
",0
1943388,-8.36,97,87.0,10.0,13.30,-17.70,137.48,-111.18,0.09,0.45,1.24,0.27,"
-8.36
",4
1936182,20.35,13,8.0,5.0,1 019.20,-433.05,1 727.43,-709.90,0.24,1.45,2.43,78.27,"
20.35
",0
1765849,68.77,39,38.0,1.0,18.86,-9.33,412.81,-12.29,1.87,42.56,33.59,10.27,"
2.05
",0
1114188,95.80,2 170,1859.0,311.0,492.41,-2 118.94,14 247.21,-21 648.18,0.02,-0.50,0.66,-3.41,"
3.77
",59
