Signal Id,Trades,ProfitTrades,LossTrades,BestTrades,WorstTrades,GrossProfit,GrossLoss,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,AlgoTrading
                    "
1832604,268,185.0,83.0,535.60,-168.72,5 333.79,-3 254.83,0.13,4.35,1.64,7.76,91
1395342,10 918,7067.0,3851.0,473.76,-668.80,69 118.09,-59 653.38,0.04,4.22,1.16,0.87,99
1629812,1 084,969.0,115.0,85.91,-39.72,1 480.71,-722.28,0.13,9.46,2.05,0.70,99
1823865,413,353.0,60.0,87.23,-27.01,863.16,-529.29,0.09,3.59,1.63,0.81,98
1592148,156,125.0,31.0,18.49,-6.41,331.57,-68.95,0.48,17.15,4.81,1.68,100
1733977,1 382,1011.0,371.0,39.81,-33.82,5 721.75,-4 068.30,0.14,2.89,1.41,1.20,100
1896793,74,46.0,28.0,38.40,-40.60,875.40,-651.20,0.28,3.77,1.34,3.03,"
38.40 USD
                    "
1847696,1 219,955.0,264.0,26.91,-28.85,1 038.92,-787.83,0.07,1.87,1.32,0.21,94
1774551,1 367,1033.0,334.0,610.00,-176.70,22 274.76,-6 715.63,0.28,18.24,3.32,11.38,4
1712414,699,489.0,210.0,12.47,-28.26,766.46,-520.53,0.08,0.98,1.47,0.35,100
1862221,82,59.0,23.0,1 232.33,-855.96,4 034.73,-2 325.97,0.10,2.00,1.73,20.84,0
1731576,9 045,6677.0,2368.0,173.73,-946.32,33 856.96,-30 073.66,0.01,0.70,1.13,0.42,69
1788925,712,566.0,146.0,3 259.77,-2 876.28,95 854.18,-37 129.33,0.23,11.50,2.58,82.48,87
1906644,143,95.0,48.0,10.94,-5.84,125.25,-74.96,0.31,2.37,1.67,0.35,97
1918315,489,297.0,192.0,102.60,-135.25,1 693.77,-1 233.60,0.07,1.78,1.37,0.94,0
1623230,81,66.0,15.0,15.49,-8.19,159.62,-32.47,0.49,9.21,4.92,1.57,0
1849973,249,173.0,76.0,404.06,-131.72,2 265.55,-1 473.80,0.10,1.70,1.54,3.18,97
1862188,183,87.0,96.0,72.70,-48.28,2 277.88,-1 685.37,0.12,1.13,1.35,3.24,"
72.70 USD
                    "
1519656,3 510,2705.0,805.0,886.44,-1 209.16,24 856.36,-19 646.30,0.04,0.67,1.27,1.48,98
1730652,763,630.0,133.0,1 043.91,-287.56,8 404.21,-5 321.08,0.06,4.17,1.58,4.04,100
1881631,134,102.0,32.0,2 990.96,-1 677.36,35 747.79,-14 926.03,0.28,8.14,2.39,155.39,"
2 990.96 USD
                    "
1670231,2 556,1627.0,929.0,51.63,-34.76,1 389.40,-1 291.51,0.04,0.85,1.08,0.04,99
1287725,3 944,2801.0,1143.0,29.65,-29.10,2 499.12,-1 253.92,0.14,8.74,1.99,0.32,86
1833606,415,333.0,82.0,95.77,-84.65,2 376.36,-1 054.59,0.29,15.13,2.25,3.18,94
1887149,697,263.0,434.0,703.63,-174.74,3 125.81,-1 534.96,0.07,4.59,2.04,2.28,"
703.63 USD
                    "
1885162,88,65.0,23.0,12.82,-6.77,195.54,-59.36,0.49,7.07,3.29,1.55,"
12.82 USD
                    "
1845080,154,73.0,81.0,24.77,-18.55,1 143.97,-935.99,0.11,1.39,1.22,1.35,85
1357266,254,191.0,63.0,46.23,-53.59,782.59,-263.66,0.31,8.66,2.97,2.04,77
1886323,133,103.0,30.0,62.99,-113.32,1 290.83,-842.55,0.14,0.83,1.53,3.37,"
62.99 USD
                    "
1883078,721,527.0,194.0,557.92,-136.24,12 108.60,-4 919.90,0.19,26.30,2.46,9.97,"
557.92 GBP
                    "
1733589,305,214.0,91.0,357.75,-301.86,5 930.47,-3 869.44,0.15,1.74,1.53,6.76,91
1595363,2 714,1379.0,1335.0,5.50,-5.87,1 769.42,-1 581.52,0.05,1.54,1.12,0.07,100
1913387,226,132.0,94.0,6.31,-10.41,119.85,-217.92,0.03,-0.63,0.55,-0.43,"
6.31 USD
                    "
1807482,331,271.0,60.0,8.83,-17.20,213.56,-159.87,0.10,1.83,1.34,0.16,98
1820256,502,260.0,242.0,2 663.49,-1 076.07,12 805.56,-8 802.11,0.07,1.86,1.45,7.97,92
1897014,821,567.0,254.0,1 204.79,-442.89,15 278.80,-6 510.88,0.14,10.46,2.35,10.68,"
1 204.79 USD
                    "
1785228,3 119,1712.0,1407.0,803.84,-565.12,12 679.74,-9 940.63,0.03,2.35,1.28,0.88,100
1815172,205,145.0,60.0,63.84,-17.51,800.66,-295.35,0.24,8.52,2.71,2.46,100
1862964,624,479.0,145.0,20.24,-166.00,1 187.16,-876.33,0.06,0.82,1.35,0.50,0
1751294,260,165.0,95.0,23.31,-31.50,563.25,-494.60,0.05,0.76,1.14,0.26,100
1895479,103,71.0,32.0,15.15,-14.90,563.40,-290.90,0.56,13.26,1.94,2.65,"
15.15 USD
                    "
1896768,86,70.0,16.0,778.59,-1 025.57,6 811.09,-3 257.64,0.24,2.42,2.09,41.32,"
778.59 USD
                    "
1868255,49,27.0,22.0,382.73,-195.66,1 422.96,-990.17,0.12,1.31,1.44,8.83,"
382.73 EUR
                    "
1682342,6 449,4664.0,1785.0,131.18,-136.76,11 715.83,-8 023.29,0.08,2.34,1.46,0.57,99
1731444,175,113.0,62.0,66.03,-31.90,1 621.65,-589.60,0.38,15.17,2.75,5.90,97
1263823,1 618,1258.0,360.0,123.92,-171.66,15 069.69,-14 672.25,0.06,0.23,1.03,0.25,99
1045551,4 502,3116.0,1386.0,91.30,-135.58,10 087.61,-8 883.36,0.10,2.47,1.14,0.27,99
1792075,560,433.0,127.0,55.05,-45.80,1 530.05,-1 390.43,0.03,0.55,1.10,0.25,0
1798091,1 048,566.0,482.0,3 946.72,-1 929.23,239 387.70,-188 760.78,0.11,2.62,1.27,48.31,98
1916295,274,154.0,120.0,17.55,-8.90,361.60,-300.86,0.11,0.76,1.20,0.22,"
17.55 USD
                    "
1847849,126,89.0,37.0,470.12,-531.97,3 792.95,-2 004.14,0.16,2.42,1.89,14.20,100
1864235,1 124,688.0,436.0,434.94,-119.42,6 709.20,-3 496.55,0.10,7.95,1.92,2.86,"
434.94 USD
                    "
1919502,78,56.0,22.0,13.19,-7.38,90.07,-55.26,0.17,2.54,1.63,0.45,"
13.19 USD
                    "
1895058,276,188.0,88.0,46.80,-62.26,792.28,-731.45,0.04,0.39,1.08,0.22,"
46.80 USD
                    "
1903628,173,149.0,24.0,99.33,-53.67,462.04,-189.59,0.17,5.08,2.44,1.57,"
99.33 USD
                    "
1789492,124,71.0,53.0,9 188.00,-6 959.00,129 872.00,-126 062.00,0.04,0.13,1.03,30.73,99
1805983,473,371.0,102.0,223.35,-185.46,3 841.48,-2 064.09,0.18,2.95,1.86,3.76,0
1874400,77,46.0,31.0,62.06,-67.99,782.09,-662.82,0.09,0.36,1.18,1.55,"
62.06 USD
                    "
1699275,55,21.0,34.0,57.75,-45.08,695.46,-609.41,0.08,0.44,1.14,1.56,0
1914166,121,85.0,36.0,163.79,-48.11,1 724.15,-434.39,0.30,17.94,3.97,10.66,"
163.79 USD
                    "
1467928,6 935,5042.0,1893.0,139.04,-132.97,8 249.28,-6 344.78,0.06,1.97,1.30,0.27,99
1851442,116,106.0,10.0,594.00,-200.00,2 865.00,-776.00,0.27,6.41,3.69,18.01,100
1538412,518,433.0,85.0,87.67,-28.21,877.45,-583.81,0.06,3.00,1.50,0.57,98
1904540,343,230.0,113.0,107.43,-233.09,3 966.99,-3 164.22,0.08,1.15,1.25,2.34,"
107.43 USD
                    "
1353057,237,199.0,38.0,86.71,-62.49,1 192.21,-419.56,0.28,6.87,2.84,3.26,100
1924099,191,131.0,60.0,25.87,-19.28,352.73,-190.85,0.17,3.79,1.85,0.85,"
25.87 EUR
                    "
1902415,174,106.0,68.0,1 563.83,-4 156.23,37 843.66,-35 104.03,0.06,0.36,1.08,15.75,"
1 563.83 EUR
                    "
1812928,5 067,3743.0,1324.0,47.55,-37.74,4 542.90,-4 379.07,0.08,0.44,1.04,0.03,98
1867317,216,189.0,27.0,58.73,-103.90,2 570.46,-930.95,0.33,5.12,2.76,7.59,"
58.73 USD
                    "
1817748,4 216,3010.0,1206.0,1 215.86,-748.57,70 492.70,-46 059.79,0.10,3.19,1.53,5.80,87
1883971,177,113.0,64.0,36.40,-9.54,373.36,-175.17,0.20,9.97,2.13,1.12,"
36.40 USD
                    "
