Signal Id,Trades,ProfitTrades,LossTrades,BestTrades,WorstTrades,GrossProfit,GrossLoss,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,AlgoTrading
987229,326,280.0,46.0,24.96,-17.26,969.71,-174.82,0.57,45.76,5.55,2.44,91
1852613,80,55.0,25.0,20.72,-20.21,342.19,-230.42,0.18,1.67,1.49,1.40,87
1917830,361,279.0,82.0,45.88,-55.02,1 225.48,-489.63,0.24,10.97,2.50,2.04,75
1727311,1 144,956.0,188.0,19.96,-17.01,1 657.39,-1 483.60,0.07,1.85,1.12,0.15,100
1332124,239,187.0,52.0,1 097.50,-431.53,9 738.91,-3 928.58,0.19,5.31,2.48,24.31,100
1030998,232,106.0,126.0,104.55,-39.68,1 556.95,-920.33,0.15,5.67,1.69,2.74,0
1495891,2 156,1622.0,534.0,13 761.49,-3 787.04,232 549.69,-132 949.00,0.09,7.30,1.75,46.20,98
1460456,201,145.0,56.0,4.44,-8.60,163.25,-102.11,0.21,4.24,1.60,0.30,99
1800989,984,740.0,244.0,268.30,-139.33,5 649.15,-3 834.25,0.10,2.38,1.47,1.84,95
1727922,577,438.0,139.0,359.55,-360.18,2 324.13,-1 602.54,0.05,2.00,1.45,1.25,97
1922875,690,493.0,197.0,171.20,-46.50,4 415.14,-1 757.33,0.19,15.59,2.51,3.85,99
1400484,7 575,3925.0,3650.0,2 796.00,-1 701.00,304 288.29,-282 860.63,0.04,4.26,1.08,2.83,34
1824591,262,205.0,57.0,289.34,-163.04,2 954.71,-1 319.67,0.18,4.50,2.24,6.24,90
1889025,547,278.0,269.0,412.50,-92.18,3 426.50,-1 857.01,0.11,6.57,1.85,2.87,98
1416185,301,264.0,37.0,167.63,-135.67,5 440.10,-1 248.49,0.41,26.48,4.36,13.93,100
1798124,564,405.0,159.0,110.08,-30.51,1 834.27,-872.02,0.17,4.73,2.10,1.71,84
1658102,125,121.0,4.0,8.14,-44.19,388.28,-142.66,0.23,3.45,2.72,1.96,100
1812557,1 010,516.0,494.0,4 025.44,-2 058.03,107 803.16,-95 997.74,0.07,0.59,1.12,11.69,98
1849147,1 276,893.0,383.0,238.77,-207.75,3 810.42,-3 277.02,0.06,1.42,1.16,0.42,99
1757266,819,612.0,207.0,66.11,-17.35,1 024.56,-582.32,0.14,6.80,1.76,0.54,99
1917482,244,195.0,49.0,6.18,-10.01,483.78,-135.89,0.48,10.19,3.56,1.43,"
6.18 USD
                    "
1874095,411,330.0,81.0,6 032.60,-3 615.00,90 499.97,-23 685.78,0.32,15.23,3.82,162.56,8
1777938,667,471.0,196.0,241.95,-35.50,4 152.58,-1 291.62,0.22,18.72,3.22,4.29,100
1835797,307,236.0,71.0,504.00,-162.50,3 207.00,-1 761.03,0.12,3.84,1.82,4.71,0
1804041,2 211,1708.0,503.0,463.72,-139.19,8 003.90,-4 381.43,0.09,11.81,1.83,1.64,99
1802208,413,310.0,103.0,332.51,-90.11,2 921.90,-1 170.26,0.16,5.29,2.50,4.24,100
1302291,2 210,1684.0,526.0,38.37,-37.34,8 924.11,-6 268.31,0.11,5.90,1.42,1.20,100
1768008,871,791.0,80.0,78.91,-455.24,4 408.31,-1 330.10,0.12,4.21,3.31,3.53,0
1209960,3 811,2652.0,1159.0,1 044.19,-855.40,21 253.21,-16 649.03,-0.01,1.27,1.28,1.21,99
1852818,694,491.0,203.0,1 276.66,-665.79,39 014.24,-22 111.23,0.16,2.13,1.76,24.36,96
1832691,156,91.0,65.0,5.67,-5.77,394.74,-335.00,0.13,0.65,1.18,0.38,87
1828957,1 966,1555.0,411.0,176.21,-79.53,4 633.93,-2 333.49,0.11,17.85,1.99,1.17,98
1788420,446,316.0,130.0,40.30,-38.84,1 519.84,-678.19,0.25,20.21,2.24,1.89,97
1895066,105,86.0,19.0,42.23,-17.35,367.39,-80.27,0.49,16.55,4.58,2.73,"
42.23 USD
                    "
1877670,55,38.0,17.0,11.64,-6.14,141.73,-43.70,0.46,9.57,3.24,1.78,0
1814440,213,164.0,49.0,84.83,-98.73,2 199.11,-2 397.98,0.07,-0.10,0.92,-0.93,30
1056128,4 485,3083.0,1402.0,84.88,-120.09,7 740.28,-5 021.58,0.14,7.56,1.54,0.61,98
1767609,268,178.0,90.0,3 918.29,-1 291.90,60 545.03,-26 914.22,0.26,6.14,2.25,125.49,0
1831873,1 198,932.0,266.0,146.42,-27.31,2 616.87,-1 261.10,0.12,12.77,2.08,1.13,100
1740113,6 315,4069.0,2246.0,420.00,-860.00,60 993.20,-44 020.92,0.08,6.31,1.39,2.69,94
1636010,595,429.0,166.0,146.73,-50.52,6 086.73,-2 360.40,0.30,10.71,2.58,6.26,99
1590721,137,108.0,29.0,22.64,-87.88,999.83,-445.04,0.32,5.02,2.25,4.05,100
1683445,880,785.0,95.0,3 714.87,-3 204.78,227 285.01,-23 812.36,0.58,57.28,9.54,231.22,59
1896786,87,61.0,26.0,159.72,-82.62,2 667.85,-1 377.50,0.48,10.65,1.94,14.83,0
1160141,306,122.0,184.0,113.01,-83.39,1 419.52,-1 336.80,0.06,0.23,1.06,0.27,84
1495893,1 822,990.0,832.0,515.44,-140.92,22 626.09,-12 264.00,0.13,20.43,1.84,5.69,99
1591135,4 466,2824.0,1642.0,1 141.68,-226.99,88 929.18,-41 770.57,0.09,7.42,2.13,10.56,98
1773168,605,512.0,93.0,134.02,-35.08,1 853.07,-919.63,0.15,7.54,2.02,1.54,100
1764795,1 827,1106.0,721.0,420.56,-514.34,33 319.07,-30 878.14,0.03,0.98,1.08,1.34,87
1209004,1 904,1406.0,498.0,26.96,-76.20,3 662.48,-2 719.47,0.12,2.38,1.35,0.50,98
1639146,680,499.0,181.0,997.39,-334.73,12 455.69,-8 325.94,0.10,3.01,1.50,6.07,93
1894534,91,31.0,60.0,101.77,-10.10,312.50,-132.34,0.18,4.92,2.36,1.98,"
101.77 USD
                    "
1746666,1 052,689.0,363.0,73.32,-120.66,4 274.29,-3 683.58,0.11,0.87,1.16,0.56,94
1500879,1 260,905.0,355.0,27.02,-76.12,2 721.88,-1 988.44,0.11,1.85,1.37,0.58,99
1747525,164,113.0,51.0,386.41,-456.83,8 987.59,-6 594.83,0.13,2.85,1.36,14.59,98
1221221,1 902,1391.0,511.0,26.92,-76.20,3 610.21,-2 729.27,0.11,2.22,1.32,0.46,99
1853609,93,65.0,28.0,82.08,-27.66,666.37,-217.86,0.31,8.20,3.06,4.82,100
499222,3 713,2554.0,1159.0,2 667.72,-1 471.32,42 227.36,-26 617.35,0.07,5.76,1.59,4.20,99
1705729,684,446.0,238.0,132.22,-58.75,2 500.25,-1 587.24,0.14,4.13,1.58,1.33,100
1764181,193,126.0,67.0,399.39,-87.39,3 124.39,-1 130.31,0.25,16.83,2.76,10.33,48
1245792,729,287.0,442.0,28.33,-11.30,2 440.30,-1 904.21,0.11,2.92,1.28,0.74,96
981507,3 744,1409.0,2335.0,38 335.56,-6 674.14,1 819 879.85,-1 492 425.54,0.04,5.84,1.22,87.46,38
1747523,175,122.0,53.0,6 546.46,-8 396.03,207 018.73,-167 572.23,0.12,1.26,1.24,225.41,95
1375120,1 240,749.0,491.0,111.90,-135.64,3 897.69,-5 074.26,-0.03,-0.72,0.77,-0.95,100
1892323,147,99.0,48.0,95.21,-20.90,722.62,-294.71,0.27,5.11,2.45,2.91,95
1370953,1 104,811.0,293.0,415.90,-117.17,11 671.20,-6 515.26,0.14,12.54,1.79,4.67,99
1729639,353,289.0,64.0,33.29,-30.15,804.68,-292.90,0.30,7.84,2.75,1.45,100
1729794,293,199.0,94.0,6.59,-23.23,351.03,-277.00,0.11,2.09,1.27,0.25,96
1811855,1 077,689.0,388.0,483.19,-114.53,4 725.58,-2 336.29,0.11,4.87,2.02,2.22,99
1868168,1 685,1257.0,428.0,428.17,-587.28,8 479.66,-5 812.74,0.07,4.07,1.46,1.58,99
1258804,907,632.0,275.0,61.84,-160.55,2 861.78,-2 163.05,0.13,2.80,1.32,0.77,87
1824997,817,566.0,251.0,27.26,-147.69,1 729.30,-1 137.55,0.11,2.13,1.52,0.72,97
1850668,236,161.0,75.0,21.97,-54.18,676.56,-489.35,0.11,1.69,1.38,0.79,0
1806093,71,50.0,21.0,37.32,-17.58,552.07,-154.81,0.54,8.12,3.57,5.60,100
1849063,536,425.0,111.0,60.24,-77.37,1 315.49,-884.93,0.10,2.78,1.49,0.80,86
1786133,766,614.0,152.0,2.59,-2.46,237.96,-133.65,0.22,3.80,1.78,0.14,97
1809558,299,214.0,85.0,149.18,-58.59,1 134.57,-676.35,0.13,5.01,1.68,1.53,100
1876913,86,60.0,26.0,434.40,-517.30,5 540.79,-3 366.48,0.20,2.78,1.65,25.28,"
434.40 USD
                    "
1854136,751,521.0,230.0,138.38,-27.12,2 125.88,-683.85,0.21,17.29,3.11,1.92,98
1802842,488,396.0,92.0,8.02,-13.81,408.23,-198.47,0.24,10.18,2.06,0.43,0
1856049,527,401.0,126.0,3 046.50,-2 052.16,43 913.53,-26 581.06,0.09,3.70,1.65,32.89,1
1806579,218,183.0,35.0,172.63,-148.15,3 710.06,-1 228.79,0.39,7.53,3.02,11.38,100
1764116,805,533.0,272.0,63.63,-230.90,5 240.72,-4 793.17,0.06,0.73,1.09,0.56,95
1849137,1 411,1009.0,402.0,1 523.17,-1 165.25,11 428.55,-9 407.79,0.04,0.96,1.21,1.43,99
1426943,1 221,1086.0,135.0,204.96,-160.11,2 027.85,-1 548.97,0.04,1.96,1.31,0.39,99
1894062,138,77.0,61.0,62.42,-63.14,1 734.91,-856.98,0.30,4.13,2.02,6.36,"
62.42 USD
                    "
1913306,198,151.0,47.0,45.50,-57.30,919.52,-675.39,0.12,1.51,1.36,1.23,"
45.50 USD
                    "
1417893,707,484.0,223.0,2 461.59,-2 459.97,19 916.10,-16 620.97,0.05,1.34,1.20,4.66,99
1883890,676,565.0,111.0,258.00,-560.00,7 500.08,-5 646.53,0.08,1.55,1.33,2.74,0
1531821,1 494,947.0,547.0,1 491.28,-459.14,44 572.61,-20 909.48,0.17,7.36,2.13,15.84,98
1839028,188,140.0,48.0,159.18,-286.60,1 812.72,-1 302.63,0.11,1.73,1.39,2.71,94
1827355,282,201.0,81.0,41.51,-12.22,404.70,-205.67,0.17,5.77,1.97,0.71,100
1434198,5 198,2973.0,2225.0,1 276.00,-634.08,366 480.88,-301 269.62,0.07,3.44,1.22,12.55,86
1747801,400,331.0,69.0,5.46,-16.38,571.82,-377.18,0.17,4.70,1.52,0.49,87
1803281,204,173.0,31.0,25.20,-19.89,385.90,-251.22,0.16,1.88,1.54,0.66,99
1755228,497,227.0,270.0,91.76,-32.80,1 015.42,-982.26,0.04,0.13,1.03,0.07,0
1556907,1 654,1155.0,499.0,31.96,-41.96,2 311.37,-1 666.83,0.13,4.63,1.39,0.39,81
1925445,119,76.0,43.0,37.80,-45.18,2 146.82,-1 295.40,0.28,3.16,1.66,7.15,"
37.80 USD
                    "
1721322,1 225,926.0,299.0,7.26,-20.96,1 117.01,-875.41,0.10,1.68,1.28,0.20,99
1790092,9 665,7261.0,2404.0,2 553.36,-2 080.65,56 935.59,-37 558.96,0.06,1.64,1.52,2.00,90
1838364,344,219.0,125.0,55.00,-72.31,1 065.79,-776.01,0.09,1.86,1.37,0.84,0
1859252,468,393.0,75.0,23.87,-52.24,1 569.47,-756.97,0.22,7.35,2.07,1.74,"
23.87 USD
                    "
1676020,444,164.0,280.0,110.08,-49.37,3 244.93,-2 922.41,0.04,1.27,1.11,0.73,100
1598467,1 246,894.0,352.0,160.28,-481.04,6 459.11,-2 795.82,0.17,3.16,2.31,2.94,98
1877939,841,411.0,430.0,5 020.00,-3 713.89,126 276.89,-108 145.76,0.05,1.98,1.17,21.56,58
1315897,1 282,1039.0,243.0,99.04,-77.01,3 429.60,-3 077.56,0.07,0.97,1.11,0.27,100
1638287,200,186.0,14.0,42.50,-43.65,277.09,-149.14,0.12,2.93,1.86,0.64,100
1793027,829,627.0,202.0,219.55,-122.89,3 225.48,-2 255.87,0.08,3.90,1.43,1.17,0
1814170,571,395.0,176.0,287.77,-77.33,5 754.93,-2 120.66,0.24,13.45,2.71,6.36,93
1885130,1 135,580.0,555.0,97.28,-79.42,2 832.42,-2 367.81,0.05,3.14,1.20,0.41,100
1753666,71,67.0,4.0,35.50,-60.85,283.89,-125.23,0.27,1.81,2.27,2.23,100
1761020,79,59.0,20.0,52.80,-15.82,535.80,-155.64,0.46,5.51,3.44,4.81,93
1820783,311,218.0,93.0,41.51,-12.22,403.96,-249.48,0.12,3.18,1.62,0.50,100
1819914,185,138.0,47.0,38.78,-19.45,198.43,-104.26,0.11,2.50,1.90,0.51,0
1638265,1 048,783.0,265.0,57.93,-104.32,5 099.75,-4 558.44,0.04,0.98,1.12,0.52,96
1750469,2 612,1791.0,821.0,841.80,-328.53,9 088.84,-6 359.48,0.04,3.20,1.43,1.04,98
1824531,425,374.0,51.0,87.23,-26.81,1 016.88,-548.78,0.12,6.23,1.85,1.10,100
1892878,134,96.0,38.0,62.82,-91.76,1 168.40,-340.45,0.37,6.10,3.43,6.18,"
62.82 EUR
                    "
1839365,1 421,1125.0,296.0,60.92,-150.58,6 370.15,-2 257.81,0.24,2.72,2.82,2.89,96
1905374,129,75.0,54.0,37.48,-30.27,324.04,-262.43,0.10,0.66,1.23,0.48,"
37.48 USD
                    "
597557,1 142,874.0,268.0,47.55,-51.99,2 232.02,-2 014.22,0.06,1.10,1.11,0.19,6
1623679,1 168,921.0,247.0,223.10,-291.99,4 970.37,-3 755.82,0.06,1.05,1.32,1.04,97
1753794,445,303.0,142.0,149.98,-484.24,2 654.20,-1 878.50,0.06,0.66,1.41,1.74,100
1667769,477,360.0,117.0,75.16,-22.25,1 040.25,-462.16,0.17,7.54,2.25,1.21,71
1489068,706,643.0,63.0,45.05,-53.40,1 553.43,-629.28,0.18,13.10,2.47,1.31,100
1837000,150,116.0,34.0,232.31,-61.72,2 304.95,-872.33,0.27,12.52,2.64,9.55,84
1787226,1 174,992.0,182.0,3.27,-12.07,1 253.33,-1 075.67,0.08,1.53,1.17,0.15,100
1891113,34,27.0,7.0,11.83,-7.13,95.56,-26.45,0.46,7.47,3.61,2.03,"
11.83 USD
                    "
1796829,1 785,1272.0,513.0,466.00,-1 600.54,13 173.05,-11 916.73,0.05,0.35,1.11,0.70,98
1502590,988,849.0,139.0,5.32,-14.19,346.67,-286.04,0.08,2.20,1.21,0.06,99
1851333,2 515,1908.0,607.0,565.18,-45.73,6 338.74,-3 145.91,0.08,13.74,2.01,1.27,99
1891661,479,418.0,61.0,4.85,-6.75,304.20,-103.04,0.32,13.43,2.95,0.42,"
4.85 USD
                    "
1621982,448,121.0,327.0,144.53,-99.76,3 690.46,-3 480.71,0.04,0.34,1.06,0.47,0
1864523,699,528.0,171.0,277.88,-114.68,6 227.07,-2 668.88,0.18,7.87,2.33,5.09,"
277.88 USD
                    "
1885158,314,250.0,64.0,16.16,-10.45,279.09,-192.73,0.13,3.80,1.45,0.28,"
16.16 EUR
                    "
1588254,86,73.0,13.0,27.45,-16.69,368.81,-92.50,0.56,16.45,3.99,3.21,100
1667614,850,568.0,282.0,118.61,-204.93,7 254.76,-4 735.33,0.14,2.74,1.53,2.96,93
1744126,548,455.0,93.0,59.00,-35.67,738.48,-562.13,0.09,2.66,1.31,0.32,99
1727733,231,165.0,66.0,114.45,-13.80,634.29,-270.89,0.16,7.44,2.34,1.57,99
966602,2 276,1791.0,485.0,153.40,-68.01,8 216.74,-4 387.74,0.12,14.48,1.87,1.68,99
1778551,296,215.0,81.0,39.95,-20.89,1 192.73,-458.63,0.32,10.36,2.60,2.48,100
1899211,163,83.0,80.0,60.92,-70.61,1 301.62,-1 330.89,0.04,-0.08,0.98,-0.18,"
60.92 USD
                    "
1831762,658,593.0,65.0,9.90,-103.08,927.04,-737.08,0.07,0.67,1.26,0.29,0
1897678,441,385.0,56.0,179.33,-81.99,2 844.09,-1 246.84,0.20,10.31,2.28,3.62,"
179.33 USD
                    "
1243950,577,253.0,324.0,17 155.76,-5 253.10,128 188.91,-66 534.35,0.08,6.90,1.93,106.85,100
1741076,196,150.0,46.0,8.85,-16.31,280.48,-121.40,0.26,2.61,2.31,0.81,98
1889467,632,436.0,196.0,658.94,-62.22,9 150.91,-2 050.16,0.25,24.76,4.46,11.24,"
658.94 USD
                    "
1876794,129,60.0,69.0,100.16,-51.00,1 040.04,-566.93,0.27,4.12,1.83,3.67,"
100.16 USD
                    "
798703,674,280.0,394.0,97.38,-98.64,4 645.81,-4 138.31,0.04,1.00,1.12,0.75,78
1839029,309,205.0,104.0,29.25,-31.68,685.39,-442.24,0.14,5.11,1.55,0.79,89
1678275,429,181.0,248.0,6.09,-14.82,626.33,-594.39,0.05,0.48,1.05,0.07,100
1829097,961,716.0,245.0,191.30,-47.40,3 748.15,-1 716.63,0.20,8.91,2.18,2.11,89
1880519,687,496.0,191.0,872.36,-216.62,18 325.23,-7 622.46,0.21,11.32,2.40,15.58,99
1865690,54,34.0,20.0,25.35,-32.84,271.33,-117.70,0.34,3.22,2.31,2.85,"
25.35 EUR
                    "
1918696,1 336,865.0,471.0,53.75,-83.77,5 685.48,-4 215.11,0.11,3.85,1.35,1.10,0
1907582,23,15.0,8.0,16.01,-17.22,113.38,-65.03,0.27,2.61,1.74,2.10,"
16.01 USD
                    "
1766650,205,144.0,61.0,72.39,-17.81,394.77,-233.34,0.10,2.72,1.69,0.79,94
1646236,347,154.0,193.0,300.00,-86.40,6 119.05,-3 568.73,0.16,7.10,1.71,7.35,0
1759581,1 404,1057.0,347.0,1 576.84,-724.75,16 492.81,-8 979.61,0.08,6.32,1.84,5.35,67
1601679,442,253.0,189.0,1 379.00,-198.78,8 463.29,-4 737.93,0.10,8.28,1.79,8.43,98
1552871,133,81.0,52.0,598.74,-337.50,5 904.30,-5 083.03,0.10,0.42,1.16,6.17,0
1749066,1 084,839.0,245.0,99.12,-43.06,1 599.89,-1 242.50,0.06,3.12,1.29,0.33,99
1728395,236,169.0,67.0,1.93,-2.19,78.89,-47.96,0.27,6.50,1.64,0.13,100
1215538,2 381,1701.0,680.0,1 812.18,-1 355.48,31 892.16,-23 703.34,0.03,1.57,1.35,3.44,99
1784385,186,128.0,58.0,13.10,-10.07,159.76,-82.63,0.25,2.48,1.93,0.41,96
1895416,66,48.0,18.0,48.40,-24.30,718.20,-362.70,0.52,11.62,1.98,5.39,"
48.40 USD
                    "
1901642,238,163.0,75.0,22.59,-20.40,780.22,-468.28,0.20,2.73,1.67,1.31,"
22.59 USD
1917473,424,342.0,82.0,6.73,-13.56,888.20,-226.46,0.46,19.38,3.92,1.56,"
6.73 USD
                    "
1857365,442,309.0,133.0,392.93,-1 098.99,6 341.71,-6 654.03,0.00,-0.11,0.95,-0.71,98
966598,2 347,1839.0,508.0,153.40,-68.01,7 852.84,-4 302.62,0.11,13.42,1.83,1.51,99
1668471,64,32.0,32.0,223.35,-21.25,652.94,-297.71,0.16,3.14,2.19,5.55,0
1871114,161,112.0,49.0,39.55,-29.64,552.30,-270.86,0.21,2.05,2.04,1.75,"
39.55 USD
                    "
1874331,1 167,919.0,248.0,90.93,-37.46,2 554.86,-1 135.94,0.18,17.63,2.25,1.22,87
1614239,2 801,1845.0,956.0,232.28,-203.30,5 856.21,-4 398.67,0.05,7.17,1.33,0.52,100
1891953,33,26.0,7.0,46.17,-20.88,284.49,-82.99,0.47,5.02,3.43,6.11,"
46.17 USD
                    "
1815174,414,259.0,155.0,12.58,-21.16,842.36,-500.85,0.18,2.64,1.68,0.82,100
1833566,164,144.0,20.0,72.00,-248.64,2 991.06,-1 405.40,0.22,2.78,2.13,9.67,100
1647142,1 108,767.0,341.0,9.25,-13.32,814.93,-657.66,0.08,2.36,1.24,0.14,99
1526340,4 104,2720.0,1384.0,145.25,-487.89,16 376.37,-15 536.25,0.04,0.48,1.05,0.20,98
1824514,261,175.0,86.0,35.65,-108.95,960.13,-800.07,0.08,0.54,1.20,0.61,100
1772347,278,190.0,88.0,11.21,-10.89,379.52,-223.12,0.22,4.01,1.70,0.56,85
1833583,100,51.0,49.0,31.04,-3.92,96.06,-38.44,0.20,4.10,2.50,0.58,0
1791253,351,265.0,86.0,1 025.55,-231.61,7 695.71,-3 941.33,0.15,3.66,1.95,10.70,99
1073428,7 820,5497.0,2323.0,1 167.43,-811.27,61 465.86,-48 545.09,0.03,1.22,1.27,1.65,97
1823598,1 380,934.0,446.0,777.60,-121.94,9 609.76,-2 837.57,0.20,8.83,3.39,4.91,99
1888990,148,81.0,67.0,11.85,-9.46,402.97,-257.27,0.21,1.97,1.57,0.98,"
11.85 USD
                    "
1905607,27,16.0,11.0,151.15,-1 408.18,574.37,-1 709.59,-0.13,-0.79,0.34,-42.05,"
151.15 USD
                    "
1908940,319,247.0,72.0,14.74,-20.04,605.31,-449.55,0.11,3.18,1.35,0.49,"
14.74 USD
                    "
1549391,6 947,5252.0,1695.0,675.36,-150.26,15 985.96,-12 855.86,0.04,2.01,1.24,0.45,98
1783125,813,524.0,289.0,21.73,-52.60,968.90,-487.89,0.19,3.73,1.99,0.59,100
1853902,288,201.0,87.0,47.95,-17.23,593.02,-331.14,0.20,7.72,1.79,0.91,99
1928004,119,95.0,24.0,8.39,-16.73,162.22,-84.23,0.22,4.66,1.93,0.66,"
8.39 USD
                    "
1165611,2 641,1772.0,869.0,484.50,-206.25,17 660.47,-14 870.69,0.09,1.99,1.19,1.06,89
1849207,866,662.0,204.0,23.56,-23.59,1 003.02,-452.69,0.18,19.99,2.22,0.64,97
1855741,61,50.0,11.0,2.34,-8.66,54.44,-15.49,0.47,4.50,3.51,0.64,3
1185578,5 815,4056.0,1759.0,11.12,-27.50,2 977.24,-2 853.66,0.01,0.77,1.04,0.02,99
1789148,371,274.0,97.0,1 052.16,-1 037.76,5 279.89,-4 468.70,0.05,0.78,1.18,2.19,43
1904339,214,143.0,71.0,88.05,-73.00,1 234.62,-916.14,0.09,2.78,1.35,1.49,"
88.05 USD
                    "
1793829,1 326,731.0,595.0,799.80,-775.80,39 588.03,-33 763.01,0.05,3.92,1.17,4.39,0
1864511,456,406.0,50.0,266.69,-116.45,3 222.74,-1 358.11,0.24,13.19,2.37,4.09,"
266.69 EUR
                    "
1830166,254,180.0,74.0,38.84,-22.45,672.38,-411.64,0.19,4.63,1.63,1.03,97
1918306,468,290.0,178.0,76.00,-22.83,1 582.13,-872.69,0.15,5.56,1.81,1.52,0
1778652,451,312.0,139.0,389.94,-676.98,10 038.75,-8 227.98,0.09,0.76,1.22,4.02,88
1766360,75,36.0,39.0,41.29,-36.82,362.81,-231.91,0.17,2.05,1.56,1.75,0
1894421,2 399,1945.0,454.0,869.40,-221.68,13 707.24,-6 913.16,0.11,9.71,1.98,2.83,99
1836240,263,106.0,157.0,100.96,-51.16,2 683.45,-2 689.09,0.01,-0.02,1.00,-0.02,96
1911474,215,177.0,38.0,104.20,-82.40,1 953.06,-575.58,0.27,12.92,3.39,6.41,"
104.20 USD
                    "
1926686,1 519,996.0,523.0,262.75,-171.00,6 770.34,-3 125.25,0.00,10.39,2.17,2.40,0
1920901,150,103.0,47.0,206.51,-32.10,1 464.80,-339.54,0.25,9.02,4.31,7.50,"
206.51 USD
                    "
1831120,436,339.0,97.0,9.71,-22.53,546.78,-254.79,0.26,12.93,2.15,0.67,100
1904925,489,329.0,160.0,1 634.42,-187.89,17 086.10,-5 600.50,0.18,13.97,3.05,23.49,"
1 634.42 USD
                    "
1846459,191,134.0,57.0,2 648.37,-2 367.63,56 427.36,-40 487.87,0.13,1.17,1.39,83.45,96
1815181,170,116.0,54.0,56.88,-26.08,531.30,-259.16,0.19,2.07,2.05,1.60,100
1489462,419,359.0,60.0,51.00,-41.53,1 404.95,-413.34,0.37,22.69,3.40,2.37,99
1859257,1 408,992.0,416.0,418.98,-98.76,4 662.66,-2 375.29,0.10,6.57,1.96,1.62,"
418.98 USD
                    "
1858257,429,321.0,108.0,17.89,-49.57,760.18,-482.61,0.14,5.03,1.58,0.65,"
17.89 USD
                    "
1910202,800,576.0,224.0,11.90,-3.20,261.68,-78.71,0.26,18.54,3.32,0.23,"
11.90 USDT
                    "
1856645,176,125.0,51.0,55.84,-103.87,470.51,-516.60,-0.00,-0.21,0.91,-0.26,97
1860952,99,86.0,13.0,8.80,-15.02,238.78,-68.81,0.49,11.32,3.47,1.72,93
1901640,214,170.0,44.0,322.00,-1 147.06,4 601.89,-2 497.74,0.10,1.22,1.84,9.83,"
322.00 USD
                    "
1852751,78,61.0,17.0,3.66,-24.27,51.39,-41.08,0.07,0.41,1.25,0.13,98
1880422,159,99.0,60.0,191.92,-53.55,2 283.85,-1 082.07,0.21,4.93,2.11,7.56,"
191.92 USD
                    "
1804606,1 346,740.0,606.0,1 330.56,-1 324.84,80 213.32,-67 994.23,0.06,8.05,1.18,9.08,0
1908391,79,61.0,18.0,2.30,-24.37,46.25,-37.56,0.06,0.34,1.23,0.11,100
1821958,351,245.0,106.0,41.96,-13.13,486.23,-317.18,0.13,3.95,1.53,0.48,100
1747314,4 178,2403.0,1775.0,903.55,-1 069.20,160 247.74,-113 650.77,0.10,3.00,1.41,11.15,98
1807363,360,258.0,102.0,6.82,-11.47,187.06,-176.77,0.08,0.30,1.06,0.03,100
1934194,169,71.0,98.0,156.70,-108.72,2 231.19,-1 732.37,0.11,0.76,1.29,2.95,"
156.70 USD
                    "
1863727,620,421.0,199.0,10.71,-2.13,221.38,-109.78,0.17,11.86,2.02,0.18,"
10.71 USD
                    "
911766,720,551.0,169.0,2.01,-3.92,149.53,-111.42,0.17,1.83,1.34,0.05,100
1859677,218,137.0,81.0,80.31,-58.06,1 301.16,-878.00,0.16,1.13,1.48,1.94,0
1910095,258,193.0,65.0,14.68,-20.39,470.69,-344.67,0.11,2.42,1.37,0.49,"
14.68 USD
                    "
1832677,2 089,1471.0,618.0,2 548.51,-520.53,16 762.49,-8 966.12,0.05,3.25,1.87,3.73,98
1671079,1 751,1099.0,652.0,750.58,-1 267.88,25 989.93,-11 232.78,0.11,11.26,2.31,8.43,98
1890208,66,45.0,21.0,41.07,-82.31,552.90,-629.84,-0.04,-0.22,0.88,-1.17,"
41.07 USD
                    "
1864994,161,88.0,73.0,433.50,-154.30,1 833.71,-1 087.37,0.10,2.92,1.69,4.64,"
433.50 GBP
                    "
1570253,1 292,984.0,308.0,7 191.55,-2 237.06,85 418.86,-52 552.68,0.09,3.83,1.63,25.44,96
1836946,129,122.0,7.0,16.24,-22.09,417.68,-165.28,0.35,1.88,2.53,1.96,100
1742887,654,423.0,231.0,314.33,-67.49,2 042.84,-1 131.15,0.09,2.15,1.81,1.39,100
1760395,364,335.0,29.0,64.90,-111.14,1 839.27,-455.39,0.30,6.28,4.04,3.80,94
1759535,1 322,1011.0,311.0,123.64,-145.78,4 579.96,-3 852.89,0.07,2.13,1.19,0.55,74
1636731,1 163,1053.0,110.0,1 182.76,-325.96,23 501.03,-11 204.56,0.15,16.31,2.10,10.57,98
1705129,440,287.0,153.0,50.52,-18.32,881.53,-580.60,0.11,3.72,1.52,0.68,95
1725821,243,134.0,109.0,64.79,-58.20,1 449.16,-988.40,0.19,1.21,1.47,1.90,0
1647478,991,714.0,277.0,859.34,-314.42,12 406.42,-7 883.71,0.11,3.55,1.57,4.56,91
1676532,115,43.0,72.0,1 742.62,-1 204.72,17 116.08,-13 699.10,0.12,1.07,1.25,29.71,68
1895442,57,36.0,21.0,80.96,-23.21,751.96,-416.24,0.42,8.53,1.81,5.89,"
80.96 USD
